"vendita_sk","cliente_sk","prodotto_sk","data_sk","spedizione_sk","quantita","ordine_id","prezzo_unitario","sconto","ricavi"
150881,27,19,1900,74275,1,76577,"1143.41","0.00","1143.41"
150882,8379,15,1536,74276,1,76578,"223.11","5.00","211.95"
150883,11503,16,1701,74277,1,76579,"246.85","5.00","234.51"
150884,11503,22,1701,74277,2,76579,"70.60","5.00","134.14"
150885,18680,31,1513,74278,3,76580,"110.61","0.00","331.83"
150886,18680,20,1513,74278,1,76580,"922.14","5.00","876.03"
150887,18680,29,1513,74278,1,76580,"998.86","0.00","998.86"
150888,18680,15,1513,74278,2,76580,"223.11","0.00","446.22"
150889,17025,10,1777,74279,1,76581,"853.01","0.00","853.01"
150890,14343,25,2058,74280,1,76582,"835.67","5.00","793.89"
150891,12196,26,2060,74281,1,76583,"909.52","0.00","909.52"
150892,12196,34,2060,74281,1,76583,"364.11","5.00","345.90"
150893,12196,28,2060,74281,1,76583,"528.07","0.00","528.07"
150894,12196,20,2060,74281,1,76583,"922.14","15.00","783.82"
150895,9194,20,2126,74282,1,76584,"922.14","0.00","922.14"
150896,9194,21,2126,74282,1,76584,"62.01","5.00","58.91"
150897,9194,2,2126,74282,1,76584,"445.08","0.00","445.08"
150898,14521,9,1508,74283,1,76585,"1425.18","20.00","1140.14"
150899,10261,17,1475,74284,1,76586,"632.68","0.00","632.68"
150900,14578,15,1418,74285,1,76587,"223.11","0.00","223.11"
150901,14578,31,1418,74285,1,76587,"110.61","0.00","110.61"
150902,14578,35,1418,74285,1,76587,"1082.98","0.00","1082.98"
150903,14578,21,1418,74285,1,76587,"62.01","0.00","62.01"
150904,16295,18,1895,74286,1,76588,"209.45","15.00","178.03"
150905,16295,3,1895,74286,2,76588,"1172.87","10.00","2111.17"
150906,16295,28,1895,74286,1,76588,"528.07","5.00","501.67"
150907,1904,35,2042,74287,1,76589,"1082.98","5.00","1028.83"
150908,1256,5,1475,74288,1,76590,"1325.60","5.00","1259.32"
150909,1256,6,1475,74288,1,76590,"1004.53","0.00","1004.53"
150910,1256,2,1475,74288,1,76590,"445.08","0.00","445.08"
150911,18413,31,1511,74289,1,76591,"110.61","0.00","110.61"
150912,18413,30,1511,74289,1,76591,"1484.42","0.00","1484.42"
150913,18413,33,1511,74289,1,76591,"73.31","0.00","73.31"
150914,607,1,1432,74290,1,76592,"859.64","15.00","730.69"
150915,15129,6,1454,74291,1,76593,"1004.53","0.00","1004.53"
150916,1320,28,1654,74292,1,76594,"528.07","0.00","528.07"
150917,9903,15,1967,74293,1,76595,"223.11","0.00","223.11"
150918,14955,19,1690,74294,1,76596,"1143.41","0.00","1143.41"
150919,7378,32,1855,74295,1,76598,"225.07","0.00","225.07"
150920,7378,11,1855,74295,1,76598,"1158.25","0.00","1158.25"
150921,7378,28,1855,74295,1,76598,"528.07","0.00","528.07"
150922,9207,29,1916,74296,1,76599,"998.86","0.00","998.86"
150923,9207,8,1916,74296,1,76599,"1163.68","0.00","1163.68"
150924,4962,7,2050,74297,1,76600,"407.07","0.00","407.07"
150925,12816,16,1715,74298,2,76601,"246.85","5.00","469.02"
150926,14889,29,2001,74299,2,76602,"998.86","0.00","1997.72"
150927,14889,1,2001,74299,1,76602,"859.64","0.00","859.64"
150928,14889,27,2001,74299,1,76602,"1315.30","0.00","1315.30"
150929,14889,5,2001,74299,1,76602,"1325.60","15.00","1126.76"
150930,3454,34,1709,74300,1,76603,"364.11","5.00","345.90"
150931,3454,2,1709,74300,3,76603,"445.08","0.00","1335.24"
150932,3454,31,1709,74300,1,76603,"110.61","0.00","110.61"
150933,3454,14,1709,74300,1,76603,"1113.24","0.00","1113.24"
150934,6732,27,1842,74301,1,76604,"1315.30","5.00","1249.54"
150935,4435,10,1935,74302,2,76605,"853.01","15.00","1450.12"
150936,19608,12,1501,74303,1,76606,"1303.57","0.00","1303.57"
150937,19608,5,1501,74303,1,76606,"1325.60","5.00","1259.32"
150938,19608,7,1501,74303,2,76606,"407.07","0.00","814.14"
150939,19608,24,1501,74303,1,76606,"519.26","10.00","467.33"
150940,14380,33,2051,74304,1,76607,"73.31","5.00","69.64"
150941,16322,6,1690,74305,1,76608,"1004.53","10.00","904.08"
150942,16322,22,1690,74305,2,76608,"70.60","15.00","120.02"
150943,19851,31,1476,74306,1,76609,"110.61","0.00","110.61"
150944,4605,35,1767,74307,1,76610,"1082.98","0.00","1082.98"
150945,4605,6,1767,74307,1,76610,"1004.53","5.00","954.30"
150946,4605,7,1767,74307,2,76610,"407.07","0.00","814.14"
150947,4605,23,1767,74307,1,76610,"1284.93","0.00","1284.93"
150948,4605,12,1767,74307,2,76610,"1303.57","5.00","2476.78"
150949,9389,19,2112,74308,1,76611,"1143.41","0.00","1143.41"
150950,9389,35,2112,74308,1,76611,"1082.98","0.00","1082.98"
150951,9389,29,2112,74308,1,76611,"998.86","5.00","948.92"
150952,3858,35,1574,74309,1,76612,"1082.98","5.00","1028.83"
150953,3858,18,1574,74309,1,76612,"209.45","0.00","209.45"
150954,3858,4,1574,74309,1,76612,"855.56","10.00","770.00"
150955,17033,35,1849,74310,1,76613,"1082.98","0.00","1082.98"
150956,17033,18,1849,74310,1,76613,"209.45","0.00","209.45"
150957,8372,19,1833,74311,1,76614,"1143.41","0.00","1143.41"
150958,10209,15,2058,74312,1,76615,"223.11","0.00","223.11"
150959,10209,30,2058,74312,1,76615,"1484.42","0.00","1484.42"
150960,6245,21,1841,74313,1,76616,"62.01","0.00","62.01"
150961,6245,24,1841,74313,1,76616,"519.26","0.00","519.26"
150962,11031,31,2023,74314,1,76617,"110.61","5.00","105.08"
150963,11031,1,2023,74314,1,76617,"859.64","15.00","730.69"
150964,11031,27,2023,74314,1,76617,"1315.30","0.00","1315.30"
150965,17778,27,2107,74315,1,76618,"1315.30","0.00","1315.30"
150966,14466,30,1887,74316,1,76619,"1484.42","5.00","1410.20"
150967,14466,9,1887,74316,1,76619,"1425.18","0.00","1425.18"
150968,13143,23,1438,74317,1,76620,"1284.93","10.00","1156.44"
150969,13143,9,1438,74317,1,76620,"1425.18","0.00","1425.18"
150970,13143,24,1438,74317,1,76620,"519.26","20.00","415.41"
150971,13143,15,1438,74317,1,76620,"223.11","5.00","211.95"
150972,17942,17,1698,74318,1,76621,"632.68","0.00","632.68"
150973,10196,25,1424,74319,1,76622,"835.67","5.00","793.89"
150974,10196,4,1424,74319,1,76622,"855.56","0.00","855.56"
150975,9312,32,1674,74320,1,76623,"225.07","0.00","225.07"
150976,9312,14,1674,74320,1,76623,"1113.24","0.00","1113.24"
150977,9123,28,1738,74321,3,76624,"528.07","10.00","1425.79"
150978,9123,29,1738,74321,3,76624,"998.86","5.00","2846.75"
150979,9123,18,1738,74321,1,76624,"209.45","0.00","209.45"
150980,9123,1,1738,74321,1,76624,"859.64","0.00","859.64"
150981,631,3,1653,74322,1,76625,"1172.87","10.00","1055.58"
150982,631,10,1653,74322,3,76625,"853.01","5.00","2431.08"
150983,19596,24,1479,74323,1,76626,"519.26","5.00","493.30"
150984,5380,19,2038,74324,1,76627,"1143.41","0.00","1143.41"
150985,5380,29,2038,74324,1,76627,"998.86","10.00","898.97"
150986,5380,8,2038,74324,1,76627,"1163.68","0.00","1163.68"
150987,3921,2,1849,74325,1,76628,"445.08","5.00","422.83"
150988,1924,10,1436,74326,1,76629,"853.01","0.00","853.01"
150989,1924,3,1436,74326,3,76629,"1172.87","5.00","3342.68"
150990,1924,8,1436,74326,1,76629,"1163.68","0.00","1163.68"
150991,1924,29,1436,74326,2,76629,"998.86","0.00","1997.72"
150992,11196,34,2044,74327,1,76630,"364.11","0.00","364.11"
150993,11196,15,2044,74327,2,76630,"223.11","10.00","401.60"
150994,17439,29,1459,74328,1,76631,"998.86","0.00","998.86"
150995,17439,19,1459,74328,1,76631,"1143.41","0.00","1143.41"
150996,17439,8,1459,74328,2,76631,"1163.68","0.00","2327.36"
150997,5415,34,1723,74329,1,76632,"364.11","0.00","364.11"
150998,5415,19,1723,74329,1,76632,"1143.41","0.00","1143.41"
150999,1800,2,1891,74330,1,76633,"445.08","0.00","445.08"
151000,6490,5,2101,74331,2,76634,"1325.60","0.00","2651.20"
151001,18240,15,1610,74332,3,76635,"223.11","5.00","635.86"
151002,19725,28,1809,74333,1,76636,"528.07","0.00","528.07"
151003,19725,22,1809,74333,1,76636,"70.60","5.00","67.07"
151004,19725,9,1809,74333,2,76636,"1425.18","15.00","2422.81"
151005,1531,22,1749,74334,2,76637,"70.60","15.00","120.02"
151006,1531,18,1749,74334,1,76637,"209.45","10.00","188.51"
151007,4979,10,1449,74335,1,76638,"853.01","5.00","810.36"
151008,16422,34,1811,74336,1,76639,"364.11","0.00","364.11"
151009,18826,12,1825,74337,1,76640,"1303.57","0.00","1303.57"
151010,18826,27,1825,74337,1,76640,"1315.30","20.00","1052.24"
151011,8295,21,1920,74338,1,76641,"62.01","0.00","62.01"
151012,8295,31,1920,74338,1,76641,"110.61","0.00","110.61"
151013,13936,33,2096,74339,2,76642,"73.31","5.00","139.29"
151014,13936,21,2096,74339,1,76642,"62.01","5.00","58.91"
151015,13936,12,2096,74339,1,76642,"1303.57","10.00","1173.21"
151016,15399,4,2139,74340,1,76643,"855.56","0.00","855.56"
151017,64,21,1546,74341,1,76644,"62.01","0.00","62.01"
151018,14213,24,1587,74342,2,76645,"519.26","0.00","1038.52"
151019,14213,19,1587,74342,1,76645,"1143.41","0.00","1143.41"
151020,11190,19,1656,74343,1,76646,"1143.41","5.00","1086.24"
151021,11190,34,1656,74343,3,76646,"364.11","5.00","1037.71"
151022,18376,30,1600,74344,1,76647,"1484.42","0.00","1484.42"
151023,5925,4,1823,74345,2,76648,"855.56","0.00","1711.12"
151024,5925,5,1823,74345,1,76648,"1325.60","15.00","1126.76"
151025,4654,35,1528,74346,1,76649,"1082.98","0.00","1082.98"
151026,17462,14,1567,74347,2,76650,"1113.24","10.00","2003.83"
151027,17462,19,1567,74347,1,76650,"1143.41","0.00","1143.41"
151028,17462,20,1567,74347,1,76650,"922.14","15.00","783.82"
151029,7566,19,1731,74348,2,76651,"1143.41","0.00","2286.82"
151030,8141,32,2074,74349,1,76652,"225.07","0.00","225.07"
151031,8141,18,2074,74349,1,76652,"209.45","0.00","209.45"
151032,8141,3,2074,74349,2,76652,"1172.87","0.00","2345.74"
151033,8141,34,2074,74349,1,76652,"364.11","0.00","364.11"
151034,3099,23,2073,74350,1,76653,"1284.93","0.00","1284.93"
151035,3099,11,2073,74350,1,76653,"1158.25","10.00","1042.43"
151036,3099,21,2073,74350,1,76653,"62.01","0.00","62.01"
151037,9678,20,1962,74351,1,76655,"922.14","15.00","783.82"
151038,9678,1,1962,74351,1,76655,"859.64","0.00","859.64"
151039,6619,5,1930,74352,1,76656,"1325.60","0.00","1325.60"
151040,6619,21,1930,74352,1,76656,"62.01","0.00","62.01"
151041,15391,6,2066,74353,1,76657,"1004.53","0.00","1004.53"
151042,15391,27,2066,74353,1,76657,"1315.30","0.00","1315.30"
151043,17202,11,1890,74354,2,76658,"1158.25","0.00","2316.50"
151044,14455,33,1596,74355,1,76659,"73.31","5.00","69.64"
151045,14455,34,1596,74355,1,76659,"364.11","20.00","291.29"
151046,3484,10,1960,74356,1,76660,"853.01","0.00","853.01"
151047,3484,28,1960,74356,1,76660,"528.07","15.00","448.86"
151048,17855,1,1777,74357,1,76661,"859.64","10.00","773.68"
151049,17855,14,1777,74357,1,76661,"1113.24","15.00","946.25"
151050,17855,27,1777,74357,1,76661,"1315.30","5.00","1249.54"
151051,17855,11,1777,74357,1,76661,"1158.25","0.00","1158.25"
151052,17855,13,1777,74357,2,76661,"1104.74","5.00","2099.01"
151053,9085,27,1896,74358,1,76662,"1315.30","10.00","1183.77"
151054,18063,35,1641,74359,1,76663,"1082.98","15.00","920.53"
151055,18063,30,1641,74359,1,76663,"1484.42","5.00","1410.20"
151056,9104,35,2066,74360,1,76665,"1082.98","0.00","1082.98"
151057,9104,31,2066,74360,1,76665,"110.61","0.00","110.61"
151058,9104,23,2066,74360,1,76665,"1284.93","0.00","1284.93"
151059,9104,3,2066,74360,1,76665,"1172.87","15.00","996.94"
151060,12282,32,1687,74361,2,76667,"225.07","0.00","450.14"
151061,1164,15,1851,74362,1,76668,"223.11","15.00","189.64"
151062,18049,31,1684,74363,1,76669,"110.61","10.00","99.55"
151063,18049,28,1684,74363,1,76669,"528.07","5.00","501.67"
151064,18049,18,1684,74363,1,76669,"209.45","5.00","198.98"
151065,10700,2,1769,74364,2,76670,"445.08","0.00","890.16"
151066,2376,20,1965,74365,2,76671,"922.14","0.00","1844.28"
151067,2376,16,1965,74365,1,76671,"246.85","0.00","246.85"
151068,2376,4,1965,74365,1,76671,"855.56","5.00","812.78"
151069,2376,14,1965,74365,1,76671,"1113.24","0.00","1113.24"
151070,6243,3,1607,74366,1,76672,"1172.87","15.00","996.94"
151071,12116,15,2117,74367,1,76673,"223.11","0.00","223.11"
151072,7782,16,1577,74368,1,76674,"246.85","5.00","234.51"
151073,7782,26,1577,74368,1,76674,"909.52","0.00","909.52"
151074,15101,18,1724,74369,2,76675,"209.45","0.00","418.90"
151075,15101,32,1724,74369,1,76675,"225.07","15.00","191.31"
151076,5824,3,1946,74370,2,76676,"1172.87","10.00","2111.17"
151077,5824,10,1946,74370,1,76676,"853.01","5.00","810.36"
151078,5824,8,1946,74370,2,76676,"1163.68","10.00","2094.62"
151079,5824,6,1946,74370,1,76676,"1004.53","0.00","1004.53"
151080,7918,32,1625,74371,1,76677,"225.07","0.00","225.07"
151081,4966,15,1609,74372,1,76678,"223.11","10.00","200.80"
151082,4966,16,1609,74372,1,76678,"246.85","0.00","246.85"
151083,4966,18,1609,74372,1,76678,"209.45","0.00","209.45"
151084,8506,17,1447,74373,2,76679,"632.68","10.00","1138.82"
151085,8506,30,1447,74373,1,76679,"1484.42","0.00","1484.42"
151086,17418,17,1950,74374,1,76680,"632.68","20.00","506.14"
151087,19923,21,1869,74375,1,76681,"62.01","10.00","55.81"
151088,19923,7,1869,74375,1,76681,"407.07","0.00","407.07"
151089,19923,11,1869,74375,1,76681,"1158.25","0.00","1158.25"
151090,19923,10,1869,74375,1,76681,"853.01","0.00","853.01"
151091,19923,13,1869,74375,1,76681,"1104.74","15.00","939.03"
151092,12309,3,2102,74376,1,76682,"1172.87","0.00","1172.87"
151093,12309,12,2102,74376,1,76682,"1303.57","5.00","1238.39"
151094,12309,4,2102,74376,1,76682,"855.56","0.00","855.56"
151095,7353,4,1512,74377,1,76683,"855.56","10.00","770.00"
151096,7353,8,1512,74377,1,76683,"1163.68","0.00","1163.68"
151097,7353,3,1512,74377,2,76683,"1172.87","10.00","2111.17"
151098,2535,13,2004,74378,1,76684,"1104.74","0.00","1104.74"
151099,316,9,1975,74379,1,76685,"1425.18","0.00","1425.18"
151100,316,15,1975,74379,2,76685,"223.11","0.00","446.22"
151101,4634,4,1648,74380,2,76686,"855.56","15.00","1454.45"
151102,4634,23,1648,74380,2,76686,"1284.93","0.00","2569.86"
151103,4634,12,1648,74380,1,76686,"1303.57","15.00","1108.03"
151104,14807,11,1707,74381,1,76687,"1158.25","10.00","1042.43"
151105,14807,29,1707,74381,1,76687,"998.86","0.00","998.86"
151106,14807,22,1707,74381,2,76687,"70.60","20.00","112.96"
151107,7749,32,1716,74382,1,76688,"225.07","5.00","213.82"
151108,7749,1,1716,74382,3,76688,"859.64","0.00","2578.92"
151109,7749,9,1716,74382,1,76688,"1425.18","0.00","1425.18"
151110,11101,5,1445,74383,1,76689,"1325.60","0.00","1325.60"
151111,11101,30,1445,74383,1,76689,"1484.42","0.00","1484.42"
151112,2316,26,1748,74384,1,76690,"909.52","5.00","864.04"
151113,4234,15,2126,74385,1,76691,"223.11","0.00","223.11"
151114,4234,6,2126,74385,1,76691,"1004.53","10.00","904.08"
151115,4234,18,2126,74385,1,76691,"209.45","0.00","209.45"
151116,491,31,1976,74386,1,76692,"110.61","0.00","110.61"
151117,491,32,1976,74386,2,76692,"225.07","0.00","450.14"
151118,6983,4,2084,74387,1,76693,"855.56","0.00","855.56"
151119,6983,7,2084,74387,1,76693,"407.07","0.00","407.07"
151120,1269,10,1445,74388,1,76694,"853.01","5.00","810.36"
151121,1269,17,1445,74388,2,76694,"632.68","0.00","1265.36"
151122,1269,1,1445,74388,1,76694,"859.64","5.00","816.66"
151123,1269,34,1445,74388,3,76694,"364.11","0.00","1092.33"
151124,1269,32,1445,74388,1,76694,"225.07","0.00","225.07"
151125,12510,16,1719,74389,1,76695,"246.85","0.00","246.85"
151126,12510,17,1719,74389,2,76695,"632.68","0.00","1265.36"
151127,12510,8,1719,74389,1,76695,"1163.68","10.00","1047.31"
151128,12510,31,1719,74389,2,76695,"110.61","0.00","221.22"
151129,12196,13,1551,74390,2,76696,"1104.74","5.00","2099.01"
151130,10844,11,2031,74391,1,76697,"1158.25","0.00","1158.25"
151131,16145,24,1937,74392,1,76698,"519.26","10.00","467.33"
151132,8642,11,1868,74393,1,76699,"1158.25","5.00","1100.34"
151133,8642,23,1868,74393,1,76699,"1284.93","0.00","1284.93"
151134,8642,6,1868,74393,1,76699,"1004.53","0.00","1004.53"
151135,8642,20,1868,74393,1,76699,"922.14","0.00","922.14"
151136,7931,1,1502,74394,2,76700,"859.64","0.00","1719.28"
151137,7931,13,1502,74394,2,76700,"1104.74","0.00","2209.48"
151138,7931,18,1502,74394,1,76700,"209.45","5.00","198.98"
151139,15331,1,2037,74395,1,76701,"859.64","10.00","773.68"
151140,15331,3,2037,74395,1,76701,"1172.87","0.00","1172.87"
151141,15331,5,2037,74395,1,76701,"1325.60","5.00","1259.32"
151142,8252,8,1425,74396,1,76702,"1163.68","5.00","1105.50"
151143,9995,1,1456,74397,1,76703,"859.64","0.00","859.64"
151144,19406,12,1447,74398,1,76704,"1303.57","0.00","1303.57"
151145,15886,9,1553,74399,1,76705,"1425.18","0.00","1425.18"
151146,12732,7,1901,74400,2,76706,"407.07","0.00","814.14"
151147,12732,24,1901,74400,1,76706,"519.26","0.00","519.26"
151148,12732,29,1901,74400,3,76706,"998.86","10.00","2696.92"
151149,9216,20,1421,74401,2,76707,"922.14","10.00","1659.85"
151150,9216,28,1421,74401,2,76707,"528.07","5.00","1003.33"
151151,14258,25,2031,74402,1,76708,"835.67","5.00","793.89"
151152,14258,20,2031,74402,1,76708,"922.14","0.00","922.14"
151153,14258,23,2031,74402,1,76708,"1284.93","0.00","1284.93"
151154,7860,34,1915,74403,1,76709,"364.11","0.00","364.11"
151155,7860,19,1915,74403,1,76709,"1143.41","0.00","1143.41"
151156,10325,8,1737,74404,1,76710,"1163.68","5.00","1105.50"
151157,10325,3,1737,74404,1,76710,"1172.87","0.00","1172.87"
151158,630,23,2042,74405,1,76711,"1284.93","0.00","1284.93"
151159,3675,32,1820,74406,2,76712,"225.07","0.00","450.14"
151160,19141,17,1970,74407,2,76713,"632.68","0.00","1265.36"
151161,19141,30,1970,74407,1,76713,"1484.42","0.00","1484.42"
151162,17814,21,1493,74408,1,76714,"62.01","15.00","52.71"
151163,17814,12,1493,74408,1,76714,"1303.57","0.00","1303.57"
151164,17814,32,1493,74408,1,76714,"225.07","0.00","225.07"
151165,4366,29,2038,74409,1,76715,"998.86","20.00","799.09"
151166,5302,30,2094,74410,1,76716,"1484.42","0.00","1484.42"
151167,8406,19,2065,74411,3,76717,"1143.41","10.00","3087.21"
151168,8406,33,2065,74411,1,76717,"73.31","0.00","73.31"
151169,12399,32,1725,74412,3,76718,"225.07","5.00","641.45"
151170,12399,8,1725,74412,1,76718,"1163.68","10.00","1047.31"
151171,6215,23,1682,74413,1,76719,"1284.93","0.00","1284.93"
151172,9321,1,1959,74414,1,76720,"859.64","0.00","859.64"
151173,9321,27,1959,74414,1,76720,"1315.30","0.00","1315.30"
151174,9321,33,1959,74414,1,76720,"73.31","10.00","65.98"
151175,9321,5,1959,74414,1,76720,"1325.60","5.00","1259.32"
151176,9411,18,1606,74415,1,76721,"209.45","5.00","198.98"
151177,16216,3,1429,74416,1,76722,"1172.87","5.00","1114.23"
151178,16216,31,1429,74416,1,76722,"110.61","5.00","105.08"
151179,1551,11,1430,74417,1,76723,"1158.25","0.00","1158.25"
151180,17463,12,2024,74418,1,76724,"1303.57","0.00","1303.57"
151181,17463,6,2024,74418,1,76724,"1004.53","5.00","954.30"
151182,17463,26,2024,74418,1,76724,"909.52","0.00","909.52"
151183,12174,1,1423,74419,1,76725,"859.64","15.00","730.69"
151184,11847,25,1845,74420,1,76726,"835.67","5.00","793.89"
151185,4216,30,1591,74421,1,76727,"1484.42","5.00","1410.20"
151186,4216,4,1591,74421,1,76727,"855.56","0.00","855.56"
151187,4216,34,1591,74421,2,76727,"364.11","5.00","691.81"
151188,859,27,1421,74422,1,76728,"1315.30","0.00","1315.30"
151189,5996,18,1777,74423,1,76729,"209.45","0.00","209.45"
151190,5996,29,1777,74423,1,76729,"998.86","0.00","998.86"
151191,5996,15,1777,74423,3,76729,"223.11","0.00","669.33"
151192,8850,28,1994,74424,1,76730,"528.07","5.00","501.67"
151193,8850,20,1994,74424,1,76730,"922.14","5.00","876.03"
151194,8850,8,1994,74424,1,76730,"1163.68","5.00","1105.50"
151195,5595,12,1821,74425,1,76731,"1303.57","0.00","1303.57"
151196,5595,8,1821,74425,1,76731,"1163.68","5.00","1105.50"
151197,10669,5,1655,74426,1,76732,"1325.60","5.00","1259.32"
151198,15789,10,1468,74427,1,76733,"853.01","10.00","767.71"
151199,15789,21,1468,74427,1,76733,"62.01","0.00","62.01"
151200,16997,22,1479,74428,1,76734,"70.60","5.00","67.07"
151201,16997,1,1479,74428,2,76734,"859.64","0.00","1719.28"
151202,17108,30,1870,74429,1,76735,"1484.42","0.00","1484.42"
151203,16225,16,1793,74430,1,76736,"246.85","0.00","246.85"
151204,15320,30,1906,74431,2,76737,"1484.42","0.00","2968.84"
151205,15320,22,1906,74431,1,76737,"70.60","0.00","70.60"
151206,15320,18,1906,74431,1,76737,"209.45","0.00","209.45"
151207,15549,12,1550,74432,3,76738,"1303.57","0.00","3910.71"
151208,15549,10,1550,74432,1,76738,"853.01","0.00","853.01"
151209,13473,29,1603,74433,1,76739,"998.86","10.00","898.97"
151210,13555,30,1546,74434,1,76740,"1484.42","20.00","1187.54"
151211,13555,16,1546,74434,2,76740,"246.85","0.00","493.70"
151212,13555,12,1546,74434,1,76740,"1303.57","0.00","1303.57"
151213,13555,21,1546,74434,1,76740,"62.01","15.00","52.71"
151214,13555,22,1546,74434,1,76740,"70.60","0.00","70.60"
151215,5060,25,1815,74435,1,76741,"835.67","0.00","835.67"
151216,3971,13,1708,74436,1,76742,"1104.74","5.00","1049.50"
151217,3445,17,1427,74437,1,76743,"632.68","10.00","569.41"
151218,10670,18,1931,74438,1,76744,"209.45","5.00","198.98"
151219,9313,14,1571,74439,1,76745,"1113.24","0.00","1113.24"
151220,5895,33,1988,74440,1,76746,"73.31","0.00","73.31"
151221,5895,29,1988,74440,1,76746,"998.86","0.00","998.86"
151222,5895,7,1988,74440,1,76746,"407.07","5.00","386.72"
151223,9488,29,1840,74441,1,76747,"998.86","5.00","948.92"
151224,7996,6,1615,74442,1,76748,"1004.53","0.00","1004.53"
151225,7996,2,1615,74442,1,76748,"445.08","0.00","445.08"
151226,4775,14,1452,74443,2,76749,"1113.24","0.00","2226.48"
151227,4775,6,1452,74443,1,76749,"1004.53","0.00","1004.53"
151228,17746,33,1891,74444,2,76750,"73.31","0.00","146.62"
151229,17746,11,1891,74444,1,76750,"1158.25","0.00","1158.25"
151230,17746,18,1891,74444,3,76750,"209.45","10.00","565.52"
151231,14508,29,1905,74445,1,76751,"998.86","0.00","998.86"
151232,1467,7,1891,74446,1,76752,"407.07","0.00","407.07"
151233,1467,27,1891,74446,1,76752,"1315.30","15.00","1118.01"
151234,1467,2,1891,74446,1,76752,"445.08","0.00","445.08"
151235,1467,14,1891,74446,1,76752,"1113.24","5.00","1057.58"
151236,18825,29,1998,74447,1,76753,"998.86","0.00","998.86"
151237,18825,9,1998,74447,1,76753,"1425.18","0.00","1425.18"
151238,13444,1,1816,74448,1,76754,"859.64","0.00","859.64"
151239,13444,33,1816,74448,1,76754,"73.31","5.00","69.64"
151240,15950,22,2033,74449,2,76755,"70.60","0.00","141.20"
151241,15950,9,2033,74449,1,76755,"1425.18","0.00","1425.18"
151242,13411,24,1588,74450,1,76756,"519.26","10.00","467.33"
151243,3430,25,1482,74451,1,76757,"835.67","0.00","835.67"
151244,3430,20,1482,74451,2,76757,"922.14","0.00","1844.28"
151245,3430,12,1482,74451,2,76757,"1303.57","0.00","2607.14"
151246,3430,30,1482,74451,1,76757,"1484.42","10.00","1335.98"
151247,3430,29,1482,74451,1,76757,"998.86","0.00","998.86"
151248,13593,12,2095,74452,1,76758,"1303.57","0.00","1303.57"
151249,13593,30,2095,74452,1,76758,"1484.42","0.00","1484.42"
151250,7792,9,1550,74453,1,76759,"1425.18","0.00","1425.18"
151251,17794,9,1854,74454,1,76760,"1425.18","0.00","1425.18"
151252,12571,11,1836,74455,1,76761,"1158.25","0.00","1158.25"
151253,6302,22,1695,74456,1,76762,"70.60","0.00","70.60"
151254,16450,29,1421,74457,1,76763,"998.86","0.00","998.86"
151255,16584,1,2061,74458,1,76765,"859.64","0.00","859.64"
151256,16584,34,2061,74458,2,76765,"364.11","0.00","728.22"
151257,15638,9,1780,74459,1,76766,"1425.18","10.00","1282.66"
151258,15638,14,1780,74459,2,76766,"1113.24","10.00","2003.83"
151259,15638,4,1780,74459,3,76766,"855.56","10.00","2310.01"
151260,14696,8,1653,74460,1,76767,"1163.68","0.00","1163.68"
151261,14696,6,1653,74460,2,76767,"1004.53","0.00","2009.06"
151262,19734,27,1923,74461,1,76768,"1315.30","0.00","1315.30"
151263,19734,9,1923,74461,1,76768,"1425.18","5.00","1353.92"
151264,19734,6,1923,74461,2,76768,"1004.53","10.00","1808.15"
151265,19734,29,1923,74461,1,76768,"998.86","0.00","998.86"
151266,14065,2,1620,74462,1,76769,"445.08","5.00","422.83"
151267,14065,3,1620,74462,2,76769,"1172.87","10.00","2111.17"
151268,14065,12,1620,74462,2,76769,"1303.57","0.00","2607.14"
151269,13274,23,1881,74463,1,76770,"1284.93","5.00","1220.68"
151270,13274,27,1881,74463,1,76770,"1315.30","0.00","1315.30"
151271,13274,35,1881,74463,1,76770,"1082.98","0.00","1082.98"
151272,12170,26,2072,74464,1,76771,"909.52","0.00","909.52"
151273,12170,2,2072,74464,1,76771,"445.08","0.00","445.08"
151274,4022,33,1739,74465,1,76772,"73.31","0.00","73.31"
151275,4022,16,1739,74465,1,76772,"246.85","0.00","246.85"
151276,4651,13,1733,74466,1,76773,"1104.74","15.00","939.03"
151277,4651,29,1733,74466,1,76773,"998.86","5.00","948.92"
151278,4651,11,1733,74466,1,76773,"1158.25","5.00","1100.34"
151279,4651,30,1733,74466,1,76773,"1484.42","5.00","1410.20"
151280,12773,7,1536,74467,1,76774,"407.07","10.00","366.36"
151281,13291,7,2039,74468,1,76775,"407.07","0.00","407.07"
151282,5012,23,1848,74469,1,76776,"1284.93","0.00","1284.93"
151283,16749,27,1577,74470,1,76777,"1315.30","10.00","1183.77"
151284,16749,2,1577,74470,1,76777,"445.08","10.00","400.57"
151285,2615,26,1731,74471,2,76778,"909.52","10.00","1637.14"
151286,2615,33,1731,74471,1,76778,"73.31","0.00","73.31"
151287,2615,16,1731,74471,3,76778,"246.85","10.00","666.50"
151288,2615,24,1731,74471,1,76778,"519.26","0.00","519.26"
151289,5933,24,1420,74472,1,76779,"519.26","0.00","519.26"
151290,19794,28,1741,74473,2,76780,"528.07","15.00","897.72"
151291,19794,16,1741,74473,2,76780,"246.85","5.00","469.02"
