House_ID,Neighborhood,Property_type,Rooms,Surface,Elevator,Floor_type,Floor_number,Outdoor_surface,Rent
103566,Trigoria,Flat,2,35,1,Upper,1,79.70,450
101984,Castelli Romani,Flat,3,70,0,Upper,1,201.36,650
105264,Parioli,Flat,4,100,1,Upper,2,916.00,1300
104568,Monte sacro,Flat,3,85,1,Upper,2,538.07,850
103223,Collatino,Flat,3,85,1,Upper,7,308.02,1000
102378,Cassia,Flat,2,60,1,Ground floor,0,436.89,800
103803,Cassia,Flat,2,50,0,Upper,3,264.21,700
102446,Ostia,Flat,3,65,1,Ground floor,0,419.54,750
102335,Cinecittà,Flat,2,45,1,Upper,1,157.03,500
104706,Castelli Romani,Flat,2,70,1,Upper,1,73.46,750
104535,Marconi,Flat,3,100,1,Upper,1,312.54,1000
104245,EUR,Flat,3,80,1,Upper,4,254.93,950
103824,Termini,Flat,2,40,1,Ground floor,0,182.95,700
103445,Parioli,Flat,3,80,1,Upper,2,376.47,1200
102711,Piazza Navona,Flat,3,100,0,Upper,1,865.88,2100
102351,Castelli Romani,Flat,2,65,1,Upper,2,298.69,650
103813,Trigoria,Flat,2,55,1,Upper,2,138.90,700
105125,Cinecittà,Flat,3,80,0,Upper,1,326.55,950
105275,Piazza Navona,Flat,4,95,1,Upper,2,850.04,2050
103157,Collatino,Flat,2,75,1,Upper,2,355.91,850
102958,Termini,Flat,4,100,1,Upper,5,685.96,1500
102929,Marconi,Flat,3,90,0,Upper,3,442.37,1000
104530,Monte sacro,Penthouse,2,70,0,Upper,2,270.52,800
104997,Prati,Flat,3,70,0,Upper,1,374.51,1350
104817,Aventino,Flat,3,95,0,Upper,3,615.26,1550
105480,Piazza Navona,Flat,2,55,1,Upper,1,603.07,1200
105495,Piazza Navona,Flat,3,85,1,Mezzanine,"0.5",609.91,1550
103644,Collatino,Flat,2,55,1,Upper,3,210.64,650
103320,Monte sacro,Flat,2,75,0,Upper,5,486.27,800
102949,Infernetto,Flat,2,35,0,Ground floor,0,259.50,500
105444,EUR,Flat,2,80,1,Upper,4,309.01,850
102920,Cassia,Flat,4,105,1,Upper,4,461.27,1350
105786,Monti,Flat,3,65,1,Upper,3,335.99,1000
105066,Castelli Romani,Flat,3,90,1,Ground floor,0,214.39,650
104705,Cassia,Flat,2,45,1,Upper,3,424.55,600
103697,Infernetto,Flat,3,80,0,Upper,1,226.88,700
105423,EUR,Flat,3,100,0,Upper,6,428.74,1050
104127,Parioli,Flat,2,75,1,Upper,4,221.13,1100
104830,Cassia,Flat,3,75,1,Upper,1,516.76,900
104793,Marconi,Flat,2,85,1,Upper,6,245.32,900
102039,Parioli,Flat,3,75,1,Mezzanine,"0.5",460.84,1200
103347,Termini,Flat,3,65,1,Upper,2,335.89,950
103849,Cassia,Penthouse,3,75,1,Upper,4,333.30,850
102194,Castelli Romani,Flat,3,65,0,Upper,3,139.60,550
103414,Termini,Flat,4,105,1,Upper,2,567.03,1500
104009,Monte sacro,Flat,2,65,1,Ground floor,0,195.32,600
102290,Prati,Flat,3,60,1,Upper,2,376.06,1100
102223,Collatino,Flat,2,70,0,Ground floor,0,509.64,750
102652,Parioli,Flat,3,80,1,Upper,1,442.45,1250
104135,Marconi,Flat,4,95,1,Mezzanine,"0.5",461.29,1050
105803,Montagnola,Flat,3,80,0,Upper,2,479.56,1200
102941,Parioli,Flat,2,40,1,Upper,2,213.29,750
102788,Castelli Romani,Flat,3,85,0,Ground floor,0,143.65,650
103447,Parioli,Flat,3,60,1,Upper,2,312.38,1000
105166,Cassia,Flat,2,35,1,Ground floor,0,10.00,500
105108,Cinecittà,Flat,3,105,0,Mezzanine,"0.5",116.74,950
105928,Castelli Romani,Flat,3,65,1,Upper,2,208.75,400
105633,Monti,Flat,2,40,0,Upper,2,337.41,750
104146,Cinecittà,Flat,2,55,1,Mezzanine,"0.5",275.87,650
104929,Infernetto,Flat,2,70,1,Upper,2,272.64,700
105455,Magliana,Flat,3,75,1,Mezzanine,"0.5",237.49,700
102738,Monte sacro,Flat,4,90,1,Upper,2,337.57,1000
102892,Cinecittà,Flat,4,80,0,Upper,3,204.44,850
102720,Cassia,Flat,2,45,0,Upper,3,124.56,700
103719,Collatino,Flat,3,90,0,Upper,6,323.53,850
102389,Prati,Flat,3,110,0,Upper,5,678.41,1650
103066,Testaccio,Flat,2,65,0,Upper,3,368.93,1050
103385,Termini,Flat,3,75,1,Ground floor,0,321.07,1050
105606,Collatino,Flat,3,60,0,Upper,6,617.58,900
102981,Termini,Flat,2,75,1,Upper,2,273.41,1100
102015,Collatino,Flat,3,45,1,Upper,3,278.20,550
102339,Monte sacro,Flat,3,65,1,Upper,3,297.85,800
104790,Castelli Romani,Flat,3,100,1,Upper,1,44.20,800
103290,Montagnola,Flat,3,95,0,Upper,3,598.90,1350
105396,Parioli,Flat,2,50,1,Ground floor,0,283.45,750
105303,Collatino,Flat,2,85,1,Upper,3,56.00,800
105846,Parioli,Flat,3,90,1,Upper,2,364.40,1300
103710,Cassia,Flat,2,60,0,Upper,1,391.64,950
104068,Parioli,Flat,2,60,1,Upper,3,479.75,950
105365,Montagnola,Flat,3,90,1,Upper,1,365.03,1000
105738,Cinecittà,Flat,2,50,1,Ground floor,0,201.79,700
102411,Cassia,Flat,4,115,0,Upper,2,665.40,1500
104100,Prati,Flat,2,75,1,Upper,4,615.73,1200
103866,Piazza Navona,Flat,5,145,0,Upper,1,1052.64,2300
105875,Portuense,Flat,2,55,1,Upper,2,406.28,850
103812,Montagnola,Penthouse,3,85,1,Upper,7,397.09,1000
105211,Monti,Flat,2,40,1,Ground floor,0,491.84,750
102184,Cassia,Flat,3,60,0,Ground floor,0,183.18,900
103671,Monti,Flat,2,60,1,Upper,3,491.66,1250
103731,Collatino,Flat,2,75,1,Upper,6,255.83,700
102945,Cassia,Flat,5,180,1,Upper,4,1064.34,2250
104207,Trastevere,Flat,2,55,0,Upper,2,484.50,1050
104811,Parioli,Flat,3,90,0,Upper,1,702.30,1500
104623,Parioli,Flat,2,40,1,Ground floor,0,174.70,700
102886,Monte sacro,Flat,2,80,1,Upper,4,257.14,850
102964,Collatino,Flat,2,75,0,Upper,3,154.88,850
103207,Cassia,Flat,2,65,1,Upper,1,564.33,1050
105302,Monte sacro,Flat,2,45,0,Ground floor,0,282.28,650
102957,Parioli,Flat,3,70,0,Ground floor,0,561.59,1100
104042,Parioli,Flat,3,90,1,Ground floor,0,540.51,1450
105518,Prati,Flat,3,85,1,Upper,1,345.77,1250
103411,Cinecittà,Flat,2,60,1,Mezzanine,"0.5",170.45,550
105127,Collatino,Flat,2,30,1,Ground floor,0,248.04,450
103189,Marconi,Flat,4,115,1,Upper,6,536.73,1450
102730,Montagnola,Flat,2,65,1,Upper,2,429.16,800
102649,Monti,Flat,3,105,1,Upper,3,839.03,1650
105210,Parioli,Flat,3,85,1,Upper,1,344.08,1100
103745,Parioli,Flat,4,145,1,Upper,2,889.17,2000
105005,Cinecittà,Flat,2,15,1,Upper,1,246.52,350
103713,Monte sacro,Flat,3,65,1,Ground floor,0,322.92,750
104462,Monte sacro,Flat,3,95,1,Upper,3,242.92,900
102496,Termini,Flat,2,45,1,Upper,4,329.68,850
104677,Monte sacro,Flat,4,70,0,Ground floor,0,341.35,650
105883,EUR,Flat,3,90,1,Upper,4,395.34,950
105102,Prati,Flat,3,90,1,Upper,1,643.21,1350
102531,Cassia,Flat,2,30,1,Ground floor,0,165.05,500
104873,Cinecittà,Flat,3,65,1,Upper,3,145.21,800
104490,Castelli Romani,Flat,2,65,1,Upper,1,191.79,600
104366,Parioli,Flat,3,90,1,Upper,4,598.92,1500
105694,Piazza Navona,Flat,2,60,0,Upper,1,458.76,1300
102116,Prati,Flat,2,60,1,Upper,5,538.71,1100
105042,Montagnola,Flat,3,85,1,Upper,2,251.09,850
104436,Termini,Flat,5,145,1,Upper,2,690.47,1800
105068,Piazza Navona,Flat,2,60,0,Upper,2,516.97,1300
103070,Parioli,Flat,2,50,0,Upper,3,358.66,900
103676,Prati,Flat,2,70,0,Mezzanine,"0.5",304.95,1250
104470,Collatino,Flat,3,70,1,Upper,2,397.13,650
104717,Cassia,Flat,4,130,1,Upper,3,240.61,1500
105026,Piazza Navona,Flat,2,60,1,Upper,1,561.98,1600
103093,Montagnola,Flat,2,65,1,Upper,6,193.96,900
105815,Termini,Flat,2,65,1,Upper,3,404.78,1100
105750,Prati,Flat,2,70,1,Upper,2,325.44,1000
102797,Piazza Navona,Flat,3,100,1,Upper,5,1061.79,1900
105128,Parioli,Flat,3,90,1,Upper,4,820.42,1500
102601,Castelli Romani,Flat,2,55,1,Ground floor,0,131.29,450
104332,Monte sacro,Flat,2,75,1,Ground floor,0,265.99,750
105391,Prati,Flat,2,70,1,Upper,1,316.43,1000
104756,Magliana,Flat,3,55,1,Upper,3,322.61,650
103482,Marconi,Flat,4,80,1,Upper,7,407.58,950
103400,Castelli Romani,Penthouse,2,50,0,Upper,3,289.90,450
102561,Monte sacro,Flat,2,70,1,Upper,3,512.93,850
105330,Trastevere,Flat,2,55,1,Upper,1,364.37,1000
103336,Collatino,Flat,2,50,1,Ground floor,0,285.98,600
105304,Parioli,Flat,2,75,1,Upper,3,509.99,1350
103259,Cinecittà,Flat,2,40,1,Ground floor,0,591.66,500
103149,Infernetto,Flat,2,50,1,Ground floor,0,130.36,550
103672,Collatino,Flat,3,85,1,Upper,5,372.58,850
102705,Collatino,Flat,2,60,1,Ground floor,0,135.22,600
102456,Castelli Romani,Flat,2,50,1,Upper,2,152.50,450
102810,Castelli Romani,Flat,3,80,1,Upper,2,379.53,650
105800,Trastevere,Flat,3,75,1,Upper,2,538.39,1300
105795,Prati,Flat,4,85,1,Upper,1,672.00,1500
105041,Parioli,Flat,3,80,1,Upper,3,599.94,1500
105239,Parioli,Flat,3,70,1,Upper,2,377.43,1000
103033,Cassia,Flat,2,70,1,Mezzanine,"0.5",280.15,1000
102615,Ostia,Flat,4,110,1,Upper,3,408.28,1200
103046,Castelli Romani,Penthouse,3,80,1,Upper,5,304.28,750
103354,Cassia,Flat,2,75,1,Upper,4,289.79,1000
102695,Trigoria,Penthouse,2,60,0,Upper,2,213.47,600
102906,Parioli,Flat,5,195,1,Upper,3,1200.00,2500
104198,Castelli Romani,Flat,3,90,1,Upper,1,243.87,900
102502,Testaccio,Flat,3,50,1,Upper,2,563.44,900
103986,Prati,Flat,2,30,1,Upper,1,411.33,700
103118,Cassia,Flat,5,135,1,Upper,2,819.40,1900
102663,Collatino,Flat,2,60,1,Mezzanine,"0.5",305.53,600
102305,Parioli,Flat,3,95,0,Mezzanine,"0.5",644.47,1400
104331,Prati,Flat,2,65,0,Upper,2,251.86,1250
104743,Cinecittà,Flat,3,65,0,Upper,1,316.29,750
104061,Infernetto,Villa,3,70,1,Upper,1,482.56,750
103509,Cassia,Flat,2,65,1,Upper,2,482.95,1000
105058,Ostia,Flat,2,70,1,Upper,4,272.97,650
105906,Trastevere,Penthouse,2,50,1,Upper,5,298.87,1000
103843,Parioli,Flat,2,40,1,Ground floor,0,209.31,700
105097,Parioli,Flat,3,95,1,Upper,1,618.37,1300
102182,Piazza Navona,Penthouse,2,70,0,Upper,3,475.50,1550
104774,Parioli,Flat,3,105,1,Upper,2,782.76,1700
104338,Piazza Navona,Flat,2,50,1,Upper,3,505.92,1250
105257,EUR,Flat,2,45,1,Upper,3,181.09,800
102023,Cinecittà,Flat,2,75,1,Upper,3,428.70,850
102736,Trigoria,Flat,2,50,1,Ground floor,0,145.22,600
103412,Aventino,Flat,2,60,1,Upper,1,526.17,1200
102423,Parioli,Flat,2,50,1,Ground floor,0,536.56,950
105852,Montagnola,Flat,2,45,1,Upper,3,491.10,700
103974,Cassia,Flat,2,75,0,Upper,1,528.01,1000
102592,Trastevere,Flat,2,55,1,Upper,1,626.01,1150
105888,Piazza Navona,Flat,2,35,1,Upper,5,139.54,1050
105140,Cassia,Flat,2,85,1,Ground floor,0,394.30,1000
102281,Piazza Navona,Flat,2,65,1,Upper,3,491.34,1500
105614,Cassia,Flat,5,150,1,Upper,2,938.95,1900
104601,Cinecittà,Flat,2,40,1,Ground floor,0,311.68,550
103582,Collatino,Flat,2,70,1,Upper,2,338.41,750
102490,Collatino,Flat,3,70,0,Upper,1,176.01,750
103295,Castelli Romani,Flat,3,70,0,Upper,3,278.06,650
104434,Parioli,Flat,6,140,1,Upper,4,958.55,1850
103981,Castelli Romani,Flat,4,90,0,Upper,2,303.81,800
103894,Cassia,Penthouse,3,130,1,Upper,5,641.16,1650
102111,Monte sacro,Flat,3,100,1,Upper,2,325.79,1100
103289,Monti,Flat,3,80,0,Upper,2,577.02,1400
105446,Prati,Flat,2,70,1,Upper,2,348.87,1000
102578,Ostia,Flat,2,55,1,Upper,2,470.90,600
102430,Cinecittà,Flat,2,70,1,Upper,2,60.15,700
104036,Montagnola,Flat,2,50,1,Upper,2,218.06,650
102200,Marconi,Flat,2,70,0,Upper,4,337.61,850
103554,Castelli Romani,Flat,2,50,1,Mezzanine,"0.5",377.81,450
104798,Castelli Romani,Flat,3,65,1,Ground floor,0,406.23,450
104746,Trigoria,Flat,2,40,0,Ground floor,0,451.23,600
102076,Collatino,Flat,3,65,1,Upper,4,164.36,750
105936,Piazza Navona,Flat,3,50,1,Upper,4,429.15,1200
102146,Piazza Navona,Flat,2,85,0,Upper,1,739.19,1700
105158,Cinecittà,Flat,3,80,0,Upper,8,164.18,750
103805,Infernetto,Flat,2,35,1,Upper,2,306.00,450
102440,Portuense,Flat,4,110,1,Upper,3,608.17,1200
102558,Monti,Flat,4,145,1,Upper,4,967.07,2050
103127,Castelli Romani,Flat,3,85,1,Upper,2,76.97,650
103341,Trastevere,Flat,4,70,1,Upper,1,718.51,1300
103801,Castelli Romani,Flat,2,55,1,Upper,2,251.01,600
102219,Trigoria,Flat,2,40,1,Upper,2,323.26,450
102189,Monte sacro,Flat,2,65,1,Upper,2,88.38,750
102551,EUR,Flat,2,35,1,Ground floor,0,10.00,650
102477,Trastevere,Flat,2,60,1,Ground floor,0,453.72,600
103097,Marconi,Flat,2,70,1,Upper,6,247.50,800
104416,Castelli Romani,Penthouse,2,50,1,Upper,2,194.68,600
103311,Monte sacro,Flat,2,55,1,Upper,1,431.90,700
105937,Monte sacro,Flat,2,60,1,Upper,3,356.61,900
102374,Trastevere,Flat,2,50,1,Upper,1,254.26,1100
105646,Marconi,Flat,4,110,1,Upper,7,394.10,1100
103409,Cinecittà,Flat,3,55,0,Upper,1,242.01,600
105225,Monte sacro,Flat,2,40,1,Ground floor,0,303.56,600
105543,Castelli Romani,Flat,3,80,1,Mezzanine,"0.5",560.42,900
104035,Castelli Romani,Flat,5,135,0,Mezzanine,"0.5",484.22,1400
102678,Ostia,Flat,2,55,1,Ground floor,0,264.60,550
104574,Cinecittà,Flat,2,60,0,Upper,5,331.25,800
105512,Parioli,Flat,4,100,1,Ground floor,0,351.06,1500
102180,Castelli Romani,Flat,2,70,1,Ground floor,0,145.67,550
105319,Magliana,Flat,2,50,1,Upper,3,77.37,550
105377,Monti,Flat,2,65,1,Ground floor,0,392.45,1000
102148,Cassia,Penthouse,2,60,1,Upper,2,261.95,700
105819,Castelli Romani,Penthouse,2,40,0,Upper,2,322.11,500
102465,Monte sacro,Flat,2,65,1,Upper,1,60.05,750
104083,Cinecittà,Flat,2,60,1,Upper,3,200.67,700
103944,Castelli Romani,Flat,3,70,1,Upper,1,360.46,650
105704,Piazza Navona,Flat,2,55,1,Upper,1,577.75,1350
102064,Castelli Romani,Flat,4,80,1,Upper,2,212.51,750
102091,Infernetto,Flat,4,60,0,Upper,3,210.11,650
104619,Portuense,Flat,2,70,1,Upper,6,451.30,850
103679,Parioli,Flat,2,60,1,Ground floor,0,406.40,950
102353,Monti,Flat,3,80,1,Upper,3,569.02,1400
103570,Cinecittà,Flat,3,75,1,Upper,3,253.91,800
103358,Collatino,Flat,3,70,1,Upper,1,304.57,700
102255,Trastevere,Flat,3,70,1,Upper,2,447.49,1300
102944,Monti,Flat,2,65,1,Upper,5,586.28,1200
105658,Piazza Navona,Flat,2,65,1,Upper,4,360.48,1400
102526,Cinecittà,Flat,2,55,1,Upper,1,322.20,600
102637,Parioli,Flat,2,50,1,Ground floor,0,506.70,950
104910,Collatino,Penthouse,3,90,1,Upper,6,335.39,1150
104735,Cassia,Flat,3,60,1,Upper,3,253.40,1050
102075,Monte sacro,Flat,2,60,0,Ground floor,0,385.07,700
103078,Monte sacro,Flat,2,50,0,Upper,3,292.43,650
104324,Infernetto,Flat,3,65,0,Ground floor,0,335.40,750
103140,Collatino,Flat,3,80,1,Upper,7,366.79,1000
103669,Piazza Navona,Flat,4,105,1,Upper,2,871.70,1950
103016,EUR,Flat,4,130,0,Upper,2,712.07,1550
103148,Prati,Flat,2,50,0,Upper,7,251.81,1100
103530,Prati,Flat,3,90,1,Upper,3,449.07,1350
103900,Parioli,Flat,3,90,1,Upper,1,267.46,1450
102943,EUR,Flat,2,40,1,Ground floor,0,180.50,600
102930,Piazza Navona,Flat,5,170,1,Upper,4,1200.00,2250
104305,Monte sacro,Flat,2,70,1,Upper,2,176.47,850
103706,Infernetto,Flat,2,50,1,Ground floor,0,142.95,600
105611,Cinecittà,Flat,3,30,0,Ground floor,0,339.81,500
104078,Portuense,Flat,2,70,1,Upper,4,356.31,800
103777,Prati,Flat,2,110,1,Upper,2,696.86,1500
103684,Castelli Romani,Penthouse,4,95,0,Upper,2,338.01,750
103811,Prati,Flat,2,65,0,Upper,6,453.50,1200
104516,Cassia,Flat,2,60,0,Upper,2,80.21,1000
103492,Cinecittà,Flat,3,70,1,Upper,5,399.07,850
103738,Trigoria,Flat,2,50,0,Ground floor,0,10.00,550
103946,Monte sacro,Penthouse,3,80,0,Upper,7,374.89,850
104486,Parioli,Flat,2,90,1,Ground floor,0,576.57,1200
105012,Parioli,Flat,3,120,1,Upper,2,973.26,1700
105727,Castelli Romani,Penthouse,3,80,1,Upper,5,219.47,650
103571,Marconi,Flat,3,70,1,Upper,1,581.86,900
103338,Parioli,Flat,2,80,1,Upper,1,426.46,1250
105017,Monte sacro,Flat,2,70,1,Upper,1,266.02,700
103300,Collatino,Flat,2,75,1,Upper,2,245.50,750
104499,Termini,Flat,4,120,1,Upper,1,611.30,1700
102962,Magliana,Flat,3,85,0,Upper,5,386.02,900
104948,Marconi,Flat,4,95,0,Upper,2,370.33,1000
104097,Prati,Flat,2,55,0,Upper,4,374.03,1100
103569,Monte sacro,Flat,2,45,1,Ground floor,0,434.86,550
104073,Castelli Romani,Penthouse,2,65,1,Upper,2,134.23,500
105804,Parioli,Flat,4,125,0,Upper,1,522.26,1800
105762,Monte sacro,Flat,2,45,0,Upper,1,210.98,750
103316,Prati,Flat,3,100,0,Upper,6,692.13,1650
103968,Castelli Romani,Flat,3,65,1,Upper,1,10.00,450
102714,Piazza Navona,Flat,3,75,1,Upper,1,783.36,1600
105536,Piazza Navona,Flat,3,110,0,Upper,3,867.86,2200
105908,Testaccio,Flat,2,55,0,Upper,5,659.98,1000
105666,Castelli Romani,Flat,3,60,1,Upper,1,331.61,650
102716,Castelli Romani,Flat,2,75,0,Upper,1,271.65,700
104429,Termini,Flat,4,90,1,Upper,5,351.41,1250
102273,Collatino,Flat,3,70,1,Ground floor,0,323.14,700
103335,Infernetto,Flat,3,60,0,Upper,1,329.63,650
103244,Cassia,Penthouse,2,60,1,Upper,6,371.58,500
103323,Piazza Navona,Flat,5,140,1,Upper,1,1023.10,2300
103441,Montagnola,Flat,2,65,1,Upper,5,176.46,850
102955,Cinecittà,Flat,3,90,1,Upper,6,635.47,1100
103479,Cinecittà,Flat,3,80,0,Upper,1,99.65,750
104531,Monti,Flat,3,75,1,Upper,2,433.39,1350
103651,Cinecittà,Flat,2,30,1,Ground floor,0,195.52,450
105911,Cassia,Flat,2,60,1,Upper,1,426.23,600
104958,Trastevere,Flat,2,50,0,Upper,1,461.21,950
104918,Monti,Flat,2,35,1,Ground floor,0,305.47,750
105867,Piazza Navona,Flat,3,80,1,Ground floor,0,740.92,1500
102193,Castelli Romani,Penthouse,2,70,1,Upper,4,141.61,650
103246,Parioli,Flat,4,75,1,Upper,3,664.19,1200
104453,Marconi,Flat,2,50,0,Upper,5,318.00,700
103261,Monte sacro,Flat,2,70,0,Upper,3,94.53,850
103800,Cinecittà,Flat,3,100,1,Upper,4,566.85,1150
105466,Parioli,Flat,6,195,1,Upper,1,1200.00,2300
103664,Monte sacro,Flat,2,75,1,Upper,2,286.06,700
104533,Monte sacro,Flat,2,65,0,Upper,3,437.39,850
103588,Castelli Romani,Flat,3,80,1,Upper,3,217.96,750
103693,Cassia,Flat,2,45,1,Upper,1,227.03,650
105840,Aventino,Flat,2,50,0,Upper,1,372.80,950
105514,Castelli Romani,Flat,3,80,0,Upper,2,201.88,750
105806,Cassia,Flat,2,45,1,Ground floor,0,409.70,700
102420,Monti,Flat,2,80,0,Upper,2,607.69,1300
102109,Cassia,Flat,2,55,1,Upper,3,243.91,900
105260,Cinecittà,Flat,3,65,1,Upper,2,213.97,800
104266,Trigoria,Flat,2,45,1,Ground floor,0,353.09,450
102133,Prati,Flat,2,50,1,Upper,3,235.10,900
105465,Piazza Navona,Flat,3,100,0,Upper,2,512.73,1700
103630,Monti,Flat,2,65,0,Ground floor,0,447.68,1300
104359,Piazza Navona,Flat,2,40,1,Ground floor,0,353.19,1150
102096,Parioli,Flat,3,85,1,Upper,5,638.32,1300
103079,EUR,Flat,4,125,0,Upper,3,667.30,1500
105347,Infernetto,Flat,2,45,1,Upper,3,10.00,550
102731,Piazza Navona,Flat,2,70,1,Upper,2,700.57,1500
102471,Piazza Navona,Flat,2,60,1,Upper,4,607.30,1500
102843,Castelli Romani,Flat,2,55,1,Upper,1,117.03,400
104589,Parioli,Flat,2,80,1,Ground floor,0,624.44,1100
104309,Parioli,Flat,3,80,0,Ground floor,0,440.47,1100
102188,Parioli,Flat,5,165,1,Upper,2,1023.26,2100
104370,Castelli Romani,Flat,2,65,1,Upper,3,159.20,450
103141,Castelli Romani,Flat,5,110,1,Upper,1,394.58,1000
104250,Piazza Navona,Flat,2,70,1,Upper,3,649.25,1500
104872,Monti,Flat,2,40,1,Ground floor,0,425.80,1100
105665,Parioli,Flat,5,130,1,Upper,1,971.20,2100
105003,Marconi,Flat,2,55,1,Upper,8,409.76,850
104736,Piazza Navona,Flat,2,30,0,Upper,3,286.98,1100
105596,Monte sacro,Flat,3,100,1,Upper,1,247.03,1250
105967,Castelli Romani,Flat,3,80,0,Upper,1,201.77,550
102236,Parioli,Flat,3,70,1,Upper,5,482.30,1100
105081,Portuense,Flat,3,85,1,Upper,1,422.06,900
104396,Parioli,Flat,4,100,0,Ground floor,0,630.66,1450
104777,Collatino,Flat,2,45,0,Upper,3,132.06,650
104270,Trastevere,Flat,2,50,1,Upper,2,538.95,1150
103646,Marconi,Flat,2,70,1,Upper,4,290.42,750
105717,Parioli,Flat,3,115,1,Upper,4,615.43,1500
104303,Piazza Navona,Flat,2,65,1,Upper,3,565.50,1500
102591,Cassia,Flat,2,40,0,Mezzanine,"0.5",319.89,750
102777,Prati,Flat,2,65,1,Upper,6,355.19,1200
104982,Cinecittà,Flat,3,70,0,Ground floor,0,234.53,600
104860,Parioli,Flat,3,90,1,Mezzanine,"0.5",492.24,1500
104908,Castelli Romani,Flat,3,75,1,Mezzanine,"0.5",344.86,800
102432,Marconi,Flat,2,50,1,Upper,5,353.23,700
102408,Monte sacro,Flat,2,50,1,Ground floor,0,336.07,600
103215,Cinecittà,Flat,2,70,0,Upper,4,335.56,700
103724,Cinecittà,Flat,3,95,1,Upper,4,395.43,900
104215,Cinecittà,Flat,2,35,1,Ground floor,0,36.85,500
103823,Infernetto,Flat,2,60,1,Upper,1,436.07,650
103994,Castelli Romani,Flat,3,65,0,Mezzanine,"0.5",259.58,550
103746,Montagnola,Flat,4,80,1,Upper,1,290.90,1000
105789,Parioli,Flat,3,80,0,Upper,1,521.01,1050
103895,Piazza Navona,Flat,3,90,0,Upper,1,755.75,1650
102759,Montagnola,Flat,3,90,0,Upper,1,360.65,1000
105016,EUR,Flat,5,190,1,Upper,4,1162.39,2350
103936,Cinecittà,Flat,2,65,0,Upper,7,10.00,800
102530,Trastevere,Flat,2,75,0,Upper,1,543.94,1400
103847,Marconi,Flat,2,75,1,Upper,6,320.03,800
104060,Monte sacro,Flat,2,45,1,Mezzanine,"0.5",194.02,650
103190,Collatino,Flat,2,55,1,Upper,1,257.39,600
102654,Infernetto,Flat,2,55,1,Upper,3,464.99,650
102972,Termini,Flat,2,30,1,Ground floor,0,166.60,700
104369,Cassia,Flat,2,60,1,Ground floor,0,10.00,550
102573,Monte sacro,Flat,3,60,1,Ground floor,0,112.36,600
105524,Castelli Romani,Flat,3,80,1,Ground floor,0,193.25,650
103457,Infernetto,Flat,2,55,1,Mezzanine,"0.5",375.90,550
102543,Aventino,Flat,3,70,0,Upper,5,589.72,1400
102454,Marconi,Flat,2,75,0,Upper,1,221.58,850
102178,Parioli,Flat,4,100,1,Upper,1,631.57,1500
104572,Cinecittà,Flat,2,35,0,Upper,8,98.60,500
105020,Cinecittà,Flat,2,40,0,Ground floor,0,320.35,500
104439,Infernetto,Flat,2,65,0,Ground floor,0,449.69,700
103345,Trigoria,Flat,2,50,1,Upper,6,488.99,650
105404,Piazza Navona,Penthouse,2,75,1,Upper,6,433.68,1500
102427,Infernetto,Flat,3,60,0,Ground floor,0,10.00,650
103500,Collatino,Flat,3,75,1,Upper,2,359.85,850
104138,Cassia,Flat,3,75,1,Upper,1,256.15,1200
103729,Cassia,Flat,3,80,1,Upper,1,492.54,1200
102568,Ostia,Flat,2,55,1,Mezzanine,"0.5",435.95,650
103732,Cinecittà,Flat,3,85,1,Upper,4,428.72,900
102122,Cinecittà,Flat,2,55,0,Upper,4,237.22,650
105837,Aventino,Flat,2,40,1,Ground floor,0,144.39,800
103978,Monte sacro,Penthouse,5,70,1,Upper,4,355.52,850
102868,Castelli Romani,Flat,3,80,0,Upper,1,293.31,650
102504,Piazza Navona,Flat,3,85,1,Upper,3,702.20,1800
103124,Parioli,Flat,3,90,0,Upper,4,547.40,1350
103329,Marconi,Flat,2,70,0,Upper,3,95.70,750
105135,Termini,Flat,2,90,1,Upper,3,655.69,1400
103702,Parioli,Flat,2,55,1,Ground floor,0,387.08,900
101993,Infernetto,Flat,2,40,1,Ground floor,0,100.05,450
103208,Ostia,Flat,2,45,1,Upper,4,277.83,550
105896,Parioli,Flat,3,90,1,Upper,3,810.24,1500
102100,Collatino,Flat,2,60,1,Upper,8,162.97,700
104403,Cassia,Flat,2,70,0,Upper,1,151.64,850
103238,Termini,Flat,2,75,0,Upper,4,406.03,1100
105598,Piazza Navona,Flat,3,80,1,Upper,3,648.19,1500
103497,Cinecittà,Flat,2,70,1,Upper,6,241.03,700
102414,Montagnola,Flat,4,105,1,Upper,3,392.07,1150
102282,Monte sacro,Flat,3,60,0,Upper,5,367.42,750
102954,Ostia,Flat,2,55,0,Upper,3,118.52,700
101991,Castelli Romani,Flat,3,90,1,Mezzanine,"0.5",404.51,750
104156,Ostia,Penthouse,2,60,0,Upper,5,438.93,750
104273,Cinecittà,Flat,2,70,1,Upper,1,234.37,850
104768,Castelli Romani,House,3,60,1,Upper,1,356.32,450
104089,Monte sacro,Flat,3,110,1,Upper,1,640.93,1100
103597,Infernetto,Flat,2,55,1,Ground floor,0,220.98,600
104930,Castelli Romani,Flat,3,70,1,Upper,2,106.76,550
105496,Parioli,Flat,2,60,1,Upper,1,76.21,850
104398,Parioli,Flat,3,85,1,Upper,2,382.13,1200
104983,Castelli Romani,Flat,3,55,0,Upper,1,337.63,450
104327,Parioli,Flat,3,80,0,Upper,4,442.66,1400
